date;well_id;drilling_depth;drilling_speed;well_temperature;drilling_success;daily_oil_production;daily_gas_production
22/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7845.61 feet;70.53 feet/hour;105.19 °C;0;nan barrels/day;5242.474 cubic feet/day
23/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8429.74 feet;55.14 feet/hour;70.9 °C;0;5301.674 barrels/day;5291.284 cubic feet/day
24/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7556.04 feet;76.63 feet/hour;95.65 °C;1;4934.338 barrels/day;5206.698 cubic feet/day
25/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2489.27 feet;42.64 feet/hour;122.08 °C;1;1849.092 barrels/day;2150.044 cubic feet/day
26/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3350.59 feet;78.55 feet/hour;219.73 °C;1;2402.862 barrels/day;2266.161 cubic feet/day
27/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6414.5 feet;43.71 feet/hour;232.21 °C;0;4072.659 barrels/day;3888.142 cubic feet/day
28/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4601.82 feet;44.41 feet/hour;261.73 °C;1;3091.188 barrels/day;2915.855 cubic feet/day
29/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8217.18 feet;51.56 feet/hour;156.82 °C;0;5170.937 barrels/day;5515.104 cubic feet/day
30/09/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2122.56 feet;78.93 feet/hour;88.92 °C;0;1531.398 barrels/day;1546.639 cubic feet/day
01/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6524.17 feet;76.25 feet/hour;144.86 °C;1;4285.754 barrels/day;4652.059 cubic feet/day
02/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7229.15 feet;69.16 feet/hour;231.22 °C;0;nan barrels/day;4422.798 cubic feet/day
03/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5497.29 feet;53.81 feet/hour;52.02 °C;0;nan barrels/day;3584.287 cubic feet/day
04/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4545.85 feet;67.96 feet/hour;51.24 °C;1;3119.442 barrels/day;3149.65 cubic feet/day
05/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3708.51 feet;50.74 feet/hour;206.39 °C;1;2590.997 barrels/day;2444.181 cubic feet/day
06/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8410.25 feet;41.37 feet/hour;115.67 °C;1;5392.978 barrels/day;5685.618 cubic feet/day
07/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4063.35 feet;60.89 feet/hour;259.96 °C;0;2698.827 barrels/day;2494.98 cubic feet/day
08/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6821.02 feet;42.35 feet/hour;267.78 °C;1;4405.973 barrels/day;4210.298 cubic feet/day
09/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9202.24 feet;74.26 feet/hour;160.01 °C;1;5929.379 barrels/day;6282.253 cubic feet/day
10/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7456.66 feet;73.04 feet/hour;144.94 °C;0;4739.776 barrels/day;5096.47 cubic feet/day
11/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6160.06 feet;56.61 feet/hour;88.53 °C;0;3941.466 barrels/day;3939.18 cubic feet/day
12/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8858.86 feet;42.87 feet/hour;34.1 °C;1;5676.336 barrels/day;5711.803 cubic feet/day
13/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9435.57 feet;51.98 feet/hour;170.34 °C;0;nan barrels/day;6265.398 cubic feet/day
14/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5807.89 feet;77.27 feet/hour;160.97 °C;1;3873.676 barrels/day;4231.658 cubic feet/day
15/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9172.17 feet;64.0 feet/hour;278.87 °C;1;nan barrels/day;5650.798 cubic feet/day
16/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5967.48 feet;41.9 feet/hour;265.02 °C;1;3930.603 barrels/day;3710.735 cubic feet/day
17/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4735.79 feet;58.01 feet/hour;120.28 °C;1;3226.304 barrels/day;3518.029 cubic feet/day
18/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8912.17 feet;59.67 feet/hour;169.7 °C;0;5582.053 barrels/day;5965.124 cubic feet/day
19/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9230.58 feet;48.52 feet/hour;79.36 °C;0;5754.687 barrels/day;5777.51 cubic feet/day
20/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9361.22 feet;63.03 feet/hour;263.87 °C;0;5868.095 barrels/day;5654.151 cubic feet/day
21/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6522.74 feet;53.69 feet/hour;64.25 °C;0;4148.284 barrels/day;4155.022 cubic feet/day
22/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7551.52 feet;60.27 feet/hour;269.31 °C;0;4785.619 barrels/day;4560.669 cubic feet/day
23/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7597.72 feet;79.95 feet/hour;259.23 °C;1;4940.465 barrels/day;4771.232 cubic feet/day
24/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8503.99 feet;63.6 feet/hour;117.68 °C;2;5481.508 barrels/day;5765.161 cubic feet/day
25/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8495.77 feet;64.47 feet/hour;189.25 °C;0;5330.743 barrels/day;5755.75 cubic feet/day
26/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4968.24 feet;74.37 feet/hour;139.48 °C;1;3389.726 barrels/day;3722.351 cubic feet/day
27/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7643.55 feet;72.84 feet/hour;89.82 °C;1;4963.487 barrels/day;4973.332 cubic feet/day
28/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7900.91 feet;43.2 feet/hour;50.36 °C;1;5093.533 barrels/day;5129.774 cubic feet/day
29/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8312.76 feet;61.68 feet/hour;92.85 °C;1;5363.113 barrels/day;5359.977 cubic feet/day
30/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9367.44 feet;63.55 feet/hour;278.87 °C;1;5984.188 barrels/day;5782.549 cubic feet/day
31/10/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8386.02 feet;67.29 feet/hour;138.12 °C;0;5291.315 barrels/day;5606.868 cubic feet/day
01/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4724.04 feet;59.58 feet/hour;149.95 °C;0;3067.942 barrels/day;3430.915 cubic feet/day
02/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8057.85 feet;49.59 feet/hour;29.42 °C;1;5179.002 barrels/day;5258.1 cubic feet/day
03/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4673.95 feet;68.13 feet/hour;100.81 °C;1;3181.6 barrels/day;3451.824 cubic feet/day
04/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7344.29 feet;68.64 feet/hour;131.01 °C;0;4658.301 barrels/day;5002.316 cubic feet/day
05/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8357.28 feet;53.6 feet/hour;43.19 °C;0;5244.023 barrels/day;5289.763 cubic feet/day
06/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2492.94 feet;42.05 feet/hour;21.6 °C;0;1724.897 barrels/day;1757.281 cubic feet/day
07/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7763.81 feet;78.5 feet/hour;224.94 °C;0;4946.473 barrels/day;4782.707 cubic feet/day
08/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4181.88 feet;75.72 feet/hour;89.83 °C;0;2793.032 barrels/day;2767.464 cubic feet/day
09/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6588.12 feet;61.08 feet/hour;83.12 °C;1;4315.671 barrels/day;4334.093 cubic feet/day
10/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5043.14 feet;76.75 feet/hour;155.47 °C;1;3438.774 barrels/day;3792.285 cubic feet/day
11/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2530.91 feet;55.32 feet/hour;136.84 °C;0;nan barrels/day;2096.005 cubic feet/day
12/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4585.16 feet;79.74 feet/hour;189.38 °C;1;3154.902 barrels/day;3568.08 cubic feet/day
13/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2935.2 feet;59.91 feet/hour;27.84 °C;1;2140.394 barrels/day;2206.732 cubic feet/day
14/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7769.69 feet;63.25 feet/hour;240.21 °C;0;4907.616 barrels/day;4715.244 cubic feet/day
15/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2745.47 feet;48.95 feet/hour;74.9 °C;0;1854.368 barrels/day;1880.756 cubic feet/day
16/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6306.14 feet;79.18 feet/hour;103.61 °C;1;4175.983 barrels/day;4472.823 cubic feet/day
17/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;4699.56 feet;62.05 feet/hour;79.44 °C;1;3200.473 barrels/day;3182.147 cubic feet/day
18/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8023.43 feet;62.28 feet/hour;98.35 °C;2;5066.356 barrels/day;5332.053 cubic feet/day
19/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6740.41 feet;55.72 feet/hour;162.02 °C;1;4425.408 barrels/day;4787.168 cubic feet/day
20/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;8429.21 feet;48.8 feet/hour;39.65 °C;0;5299.445 barrels/day;5330.157 cubic feet/day
21/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;7218.22 feet;58.82 feet/hour;266.31 °C;0;4567.605 barrels/day;4370.598 cubic feet/day
22/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2370.01 feet;54.8 feet/hour;116.31 °C;0;1675.255 barrels/day;1966.594 cubic feet/day
23/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;3105.21 feet;65.29 feet/hour;35.86 °C;0;2129.436 barrels/day;2166.605 cubic feet/day
24/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2229.17 feet;55.58 feet/hour;212.98 °C;0;1583.908 barrels/day;1425.202 cubic feet/day
25/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;9173.28 feet;66.73 feet/hour;225.2 °C;0;5764.096 barrels/day;5606.543 cubic feet/day
26/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;5039.18 feet;47.12 feet/hour;177.1 °C;1;3391.363 barrels/day;3785.587 cubic feet/day
27/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6115.38 feet;40.11 feet/hour;33.77 °C;1;4001.229 barrels/day;4052.155 cubic feet/day
28/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;2909.2 feet;52.93 feet/hour;122.5 °C;1;2106.227 barrels/day;2393.384 cubic feet/day
29/11/2024;cda1607e-ad63-4932-a207-01ba25d6f20c;6293.81 feet;45.69 feet/hour;275.85 °C;0;3986.492 barrels/day;3754.459 cubic feet/day
